id,queue_id,resource_id,participant_hash,quantity,sequence,state,reservation_id,token_hash,created_at,hold_granted_at,terminal_at
5bee043c-0400-45ba-8ede-b34f8b7d2d8b,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,DCG1iVpxyfu0JWyTAo61Dk3sT4QtR48fqIZREYUI2ts,2,865,UNFULFILLABLE,,w8yfHF8zkH0eQNXRBMIWNY0jucfPzalNJ0TikC-zN_c,2026-06-30 04:26:41.559488+00,,2026-06-30 04:26:43.158849+00
1d435c23-ce93-42c5-8226-3fa57d2028eb,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,CozNZyS7tyPYTYF3FqpVxQQ4HI2xhf7RlekRELXxTuY,2,916,UNFULFILLABLE,,RucntI61Z2B4yfhH-y48BLKZW3sHCW1YfGQCvSqa7ZI,2026-06-30 04:26:44.644862+00,,2026-06-30 04:26:46.621925+00
4ad76983-9665-4092-b555-435d6271e69e,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,LgJ06cF2qvxLiWOY3EiJCpCXNrxh9O5p0fZRO54NEj8,1,1,CONFIRMED,7056175a-f190-40e3-8c0c-e01ae6687cee,8RdlOENJeymd33Yq61ZJx4AThA64RdNjjON5E9oAV18,2026-06-30 04:25:49.948515+00,2026-06-30 04:25:50.688773+00,2026-06-30 04:25:51.842967+00
aa5caadd-cbdb-4a59-ba0b-17f5e12f7211,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,rXGae6PkcOXuB4iq8CmwwcMpCxpv6sWgRHz3OOvgaNg,2,23,CONFIRMED,98f00670-292e-4564-89a8-84d05ad10370,amqF9WfSmff49Z5Pkam5GMcGSeSTck3FQpW7f-tYgB0,2026-06-30 04:25:50.349422+00,2026-06-30 04:25:52.287198+00,2026-06-30 04:25:52.731893+00
6815f765-d67e-4024-bd3e-e74904e2f2c0,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,KVN842llgwyp0yfeNY_mFXzQjxP2MR7HIc07TQDrMfk,3,21,CONFIRMED,315bbc3e-f3cd-45c6-8ae9-a8cc6565f815,PCu3S0Gd7jL-kHT5YSkubDWUuKSKDRMLiE2Z0LAnphw,2026-06-30 04:25:50.307319+00,2026-06-30 04:25:52.235578+00,2026-06-30 04:25:52.775861+00
6e3424ec-cb50-46a1-a7b3-fc1b95ede046,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,75hWp6ERrbDXmnvByPPGKm7gFSAigyYV35K3eVnBAi4,1,24,CONFIRMED,5dcfcc8b-9ac3-48ae-84e4-f53b105b6b17,A4q3Ujj0CObeN9Ykuxp2AZENn_4_ooRF9BxJZCUHS9w,2026-06-30 04:25:50.367779+00,2026-06-30 04:25:52.324057+00,2026-06-30 04:25:52.827443+00
202e5fd2-f7ce-47b1-92a1-5e6fdbe4b633,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,Lr7VYYcELvHs1EaU_2HsmqFwe_2jv7KAqeyL_0V3VaI,1,22,CONFIRMED,f302869f-e194-4ea0-9e43-e3b28f1f726f,RdDcp2F2W_DoIhtUcsNQRixOjbWaNNapTS1T-uJYFP8,2026-06-30 04:25:50.327779+00,2026-06-30 04:25:52.26186+00,2026-06-30 04:25:52.840697+00
bfea4e27-5f68-49af-8eb3-ed57a2efa242,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,P2uJrMHFtSyhEqzy5sX0kFlrtK7VW89RNgcAHFwTzZA,2,25,CONFIRMED,5df2df84-f4ed-4d73-a86e-4338ee6aca68,2Npu12vajc0GcbCYgsHkg2PArEGUewMTkwOgddGL6Sg,2026-06-30 04:25:50.387533+00,2026-06-30 04:25:52.359427+00,2026-06-30 04:25:52.868396+00
1f97d50d-0f95-4e75-b0b2-fd7e3289301a,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,wbSx_re44S4M0pLV7ARI2y4368JifonnNHdEg3kO4mk,2,26,CONFIRMED,00669094-0924-4f36-956a-10bac40f6536,6Q71NxExGcJBsQqytptU8YwR0-w34Vb1mY9tod_aXhQ,2026-06-30 04:25:50.410087+00,2026-06-30 04:25:52.384768+00,2026-06-30 04:25:52.884109+00
2590fb5b-8a81-4615-bc83-5f5bb84480aa,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,gfZ1VklK9u2kyXFxyuE2hi2YBBQJdxt4atMJVCRmBkE,3,43,CONFIRMED,e1c883cc-0cd5-4d12-a18d-0c910ddcea40,4zRxupiMj8N7ulrwFHi3ysAd4hgRwdzpJILWN81PrCk,2026-06-30 04:25:51.982645+00,2026-06-30 04:25:53.742504+00,2026-06-30 04:25:54.253267+00
30535261-cf5b-4200-b6e5-22fd22820fe2,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,bqiDUQ4fjR7n--YXmrrSp6JCMAiP1IqhRjw1OUCYI8k,3,47,CONFIRMED,684f3ba4-b6e1-4753-b8af-778715837196,k3dyDi6EQ_ArB9eMSxVCMFW7kkcxid6BgCrLOpiL5oA,2026-06-30 04:25:52.077592+00,2026-06-30 04:25:53.803073+00,2026-06-30 04:25:54.307905+00
84951bce-f7a5-472e-996b-fe331d636c53,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,LpS7lA0YpvRAbmvBPFfKW3T0SG9gQ_J-ks5yXeT9jWM,2,48,CONFIRMED,4af7033d-9f77-4ad0-bb6a-e81fad2d313b,-PJms37fbTORZIH7XYUj1jn0-CpH_ADVnAf3Cbjus74,2026-06-30 04:25:52.095181+00,2026-06-30 04:25:53.824284+00,2026-06-30 04:25:54.374194+00
43bca8c7-5432-4e1e-b9d5-2a1937a3072f,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,BasEVTew5UGx1o4J_HDGVdFfivevSCv2WFrmGdyRgOc,3,44,CONFIRMED,292a5411-0bfc-4425-bddc-2328b013b30a,fE7HIxHtmR70k6Kxj4aL16Q7va4ScnkTYHzNxApEl9s,2026-06-30 04:25:52.010108+00,2026-06-30 04:25:53.758577+00,2026-06-30 04:25:54.382499+00
b438d1de-5f77-4775-bf46-2f73af664ddd,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,lZE6gnBiyYVoUt4Bbut7S_YcQLg3BaHYMw5qVMi6Sws,2,49,CONFIRMED,0c2f6175-1f71-46e6-b7c2-926b5ed2abf7,yzRnP-rkPEhXpgPIo9G0N0kbyvKjMcY6Ct5Q1JSLoA4,2026-06-30 04:25:52.1146+00,2026-06-30 04:25:53.840909+00,2026-06-30 04:25:54.390116+00
df15b7c0-ec00-477a-88ab-7034011a3f2d,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,MNcDp9TkIlpJFmN35rUHWeUkoCKAO4XxXmC5EULTYaI,2,57,UNFULFILLABLE,,EJ-GqanuPFZhf7k_thggtcKr3j8TcBZcJudiDZ5QPkE,2026-06-30 04:25:52.269531+00,,2026-06-30 04:25:54.999135+00
01ccd628-9b02-479f-9769-71ab36729e3e,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,_UxEo4i-xGd2lcBUpLMdlniHGMpWdM4jPl0iKrjBNRk,3,58,UNFULFILLABLE,,FizeP3_Pu_E_R2KbtfmFvshQGZ8tN2HuRKklqiztcFI,2026-06-30 04:25:52.287451+00,,2026-06-30 04:25:55.008873+00
dc2e2df0-54cb-4351-96c9-c958a1dbb03e,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,Zb7a_6sXd_D_NrWxBSBYprQFG3ANfUrtmGqrGcf5QUg,1,95,UNFULFILLABLE,,enQMik3du971xXuvxvjlt9naM47a9BtL2l47QGDWbjA,2026-06-30 04:25:55.218682+00,,2026-06-30 04:25:57.490005+00
fc11e45a-b2b4-4c6a-bc26-bcf496e138e8,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,ozTmjQktqMjTKCLqgZO7ayKZ5HoEFQrvLwsOynlrfEg,1,96,UNFULFILLABLE,,zjIeL-3p8HmTFUUdjl8uoKcMyKOgtrtt8hRiXdZYxDw,2026-06-30 04:25:55.229328+00,,2026-06-30 04:25:57.504081+00
559291d0-51d8-43ab-8ddb-a37fa2828e89,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,0hYo0HMY7cgB9uuYJZib71HCCHxH5EGMV6IMpBZhc7o,3,97,UNFULFILLABLE,,8ttO1gAEV7By6TmvRkksqVxyjLsXYJxbMTxKKft1xUA,2026-06-30 04:25:55.266204+00,,2026-06-30 04:25:57.515486+00
a777026c-d6e2-411e-8b01-1cf842feccd7,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,7Io985AgmG8Fg7yIkyKTsIdG-L8Jz68o0m09Lxtpoow,1,98,UNFULFILLABLE,,8XWP4begp8oBIPLHRauK98qdfj2mqO6WmwEaGQrh-yI,2026-06-30 04:25:55.339709+00,,2026-06-30 04:25:57.526799+00
6cd537d8-b4e0-4993-b677-d3087a58c782,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,SwEcmveBLDENkBuDcf3QbCjyIVeUTyUM3hH0ucGi8O0,1,118,UNFULFILLABLE,,vxLvJsK5CJ0yJDksPR_cqAJTcCP8FxBatESrDiqGIhA,2026-06-30 04:25:56.607922+00,,2026-06-30 04:25:58.772873+00
bd8d7207-c292-4233-8796-1c3cefcb52c7,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,EEKpJXd80FBXgS8Yeif4ZRZyJTH0tC64cN74lHHTMBM,1,125,UNFULFILLABLE,,GGnFmDDRjrPqWgZy15fB-BQkrXpDFoMQGKhbUhK7wvc,2026-06-30 04:25:56.72642+00,,2026-06-30 04:25:58.837568+00
f87e9a96-6ea5-4179-89dc-8982ee3642d6,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,9Jp6e_gk0Y-A2qgrYZ7eUpgyyzvDrazx9Vfssa668Io,2,126,UNFULFILLABLE,,tg9RWA80MRZkcIxHzoPkBJB45k_YMQe9mEfIwbwTWiU,2026-06-30 04:25:56.743229+00,,2026-06-30 04:25:58.847507+00
d7225e8e-8fd6-457a-9075-bac899a6d7ad,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,ZYUeLQ5S19idPWZEEvePEeuAu61kyEIo9Pvlox2SApQ,3,128,UNFULFILLABLE,,9YA0Jh8-lzEFsOGvDHZfvDgXKQ2WY10pqWRCf0NxuQ0,2026-06-30 04:25:57.418956+00,,2026-06-30 04:25:58.86598+00
512b7644-5272-4057-bd07-dc9fc785af22,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,zILrTFAxQV9dqr7kSCbtH32QxZkojrLbO-JaWfWn2k8,2,155,UNFULFILLABLE,,Z2BL17qV7Dtwff-95F7y6b4s97aSmu4K6EXD2kh1LUg,2026-06-30 04:25:59.37745+00,,2026-06-30 04:26:01.31078+00
efad0aec-511e-4cb5-bc62-af9bf2b1a087,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,IPFGIYNj_MGvRu0r46FBleLDWYCZD6C0-G4y8rrxJ3w,3,159,UNFULFILLABLE,,rZIP99ARJ13j2CgWzcjlcJ1yQ5FtT6tGsI7J85bUF_k,2026-06-30 04:25:59.547053+00,,2026-06-30 04:26:01.384763+00
f781e220-69bd-46c2-919c-27ae445ea386,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,do43CN2Virj4djbzd4-0-p83z6OidSFBsCmEPi8Twao,1,161,UNFULFILLABLE,,U_PwHHqfoBc6fQE6qax31Abs6calUOidPPUl5DylRoQ,2026-06-30 04:25:59.583485+00,,2026-06-30 04:26:01.414854+00
86dc0d3c-7bb7-4282-841c-fefc907a12f6,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,cBnTEz4-Zd-V7XAazMpZiWzn6XuhVZuHYsLupGgqH6s,1,164,UNFULFILLABLE,,R-enxksge78O2mcc6Qdo-a9I7ykh2o4lA0EH1xLg8QE,2026-06-30 04:25:59.668297+00,,2026-06-30 04:26:01.465801+00
e4eafc70-1562-47a9-9585-1ac89ba1f629,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,dUDNpd7o26MqomxLoSpybB-vf5Du_IVCyNk5qUQbepE,2,165,UNFULFILLABLE,,YLA_6qj3z8bxqyjqINLMzE-TSYUkz4kZeE5EkzOrK9I,2026-06-30 04:25:59.70337+00,,2026-06-30 04:26:01.478805+00
938a6e4a-52e5-44e8-811b-351fb5ab100c,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,QS46JRLyamPx1py648DYaNQr0k0mfhUOV3kq8CVByRU,2,217,UNFULFILLABLE,,x8ZqrzpkqffhSl6nRclUPev4H_C2_OL_FZK3aH34rNQ,2026-06-30 04:26:03.351682+00,,2026-06-30 04:26:05.131874+00
036738d6-41bd-4151-93f5-c9cf58b87487,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,8nDqK8uGsYBxWiUxZegDw6KRk0OisFuu6lnjK_4SI-E,2,252,UNFULFILLABLE,,wMQevermC_2r4u-II8U8yZR6pzK_5WURRB9B2S9CYyU,2026-06-30 04:26:05.035109+00,,2026-06-30 04:26:06.479088+00
3c7219d8-b5eb-40c2-85a5-e67dce558fa6,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,ZMfHLKJWVrNipCklczr4K2WR9ptH5TDM09hZeMrBiPQ,3,268,UNFULFILLABLE,,3PsssIVyYsn3DjEqmwAH7K0-fw8laUzckBNsobGPZhg,2026-06-30 04:26:05.779808+00,,2026-06-30 04:26:07.675383+00
e6529bf8-0da2-4fbb-b5f2-5d5be2aabb7f,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,mHF_vz0YgE-DsbIU5O60UZYk8quUVlVfUr09SnQdbsA,1,284,UNFULFILLABLE,,qvB0oiJI8oFXdpWiz6fZPhAdrGE-X25OjBn80nAqc1E,2026-06-30 04:26:06.924459+00,,2026-06-30 04:26:08.884071+00
df9bfd35-0b5c-48d1-9f1f-1f86752181fd,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,WbjU4jQIyOBWU9rjUkJI5xdfNb63hGphAFzdXvO-4bg,3,308,UNFULFILLABLE,,vZoEqdXm2_B0ek1ltUCh6dTtMT8M1vEzPApOLTxdwF8,2026-06-30 04:26:08.539443+00,,2026-06-30 04:26:10.151019+00
24260ecf-3b34-49f8-8907-99801b45d3ea,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,GdOIAQ5c5UGPjgNMzb3af9W7TSM40SVcYhUXgFImilw,2,866,UNFULFILLABLE,,-3Hsqb9QMqKFu1o8Mfb1ObVwC53qzU9XbYwFe6tiFak,2026-06-30 04:26:41.5707+00,,2026-06-30 04:26:43.165133+00
bb27d416-b5b4-4f4a-8803-a2ef1435d008,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,8b3SMWpXAW8cq_qJMHLKFz-w5mzQLfEHkGqqXTVxp38,3,917,UNFULFILLABLE,,3NczCgNd0EVVcWqPmliiA2Pxv8DjxPkyNd-BtA_uoOU,2026-06-30 04:26:44.653363+00,,2026-06-30 04:26:46.628327+00
729e36ee-387b-4e31-a890-ae8755edfa07,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,LLbP6bly9Z-epwEQHrcm3KzBz4faE6cG8j0Bul2-GU0,1,919,UNFULFILLABLE,,z8vAZHL8C3ZercTKEbbmjQcSM4O5sPw3j6FIM_9vExE,2026-06-30 04:26:44.711094+00,,2026-06-30 04:26:46.641164+00
8c1bf052-7ce9-488e-87fd-282541a101f2,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,Z0bTcnx6V8cXtddtN8pPaJIaR15DV5MYQAXP-7OYcyI,3,921,UNFULFILLABLE,,zigWJsm0bMomBx6oRWXCEe5cQZSICRIUtdaCyY60x0s,2026-06-30 04:26:44.739349+00,,2026-06-30 04:26:46.651971+00
0c20933a-57f1-44f1-899c-faed594f296c,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,XOD1ULMmgXjp5fspCBt2Urd1HV5bdk_L53crR-UNmsU,1,922,UNFULFILLABLE,,V2s8wEXt06V82Kz3UbU8FdDhwfo1GMXtHHU7R1gC5Xo,2026-06-30 04:26:44.76252+00,,2026-06-30 04:26:46.657702+00
6846e803-9f3f-4c03-9fec-968af973587f,523bece8-b425-4059-a7a7-8ba7f1f0d4e4,8fb05aa7-a99d-4f06-acf0-7202594f9993,6dobWlORgQsn87uEKzVQSFRR4rsJuJdg2SP0IaauHA4,3,11,CONFIRMED,4ec8a62c-e876-4e89-9b9a-ed92661e4ce4,D-Vd7EtV1K0Ng1O6spXvjt4ao4saJezR7mTGNqRRFrA,2026-06-30 04:25:50.111052+00,2026-06-30 04:25:50.956921+00,2026-06-30 04:25:51.777695+00
