id,queue_id,resource_id,participant_hash,quantity,sequence,state,reservation_id,token_hash,created_at,hold_granted_at,terminal_at
e40c6fac-7ac5-42e2-b148-593a972a8979,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,YdfH7YLn00g6O2ELXPH3kctb0YnflfzFLmssaSQzhWA,2,859,CONFIRMED,e492e8ce-e185-4445-8cd5-d75d03cfbbc2,buBDLfjJ2aqxvrpIIIFkc9JDnrh3e-VXl3xagT9lKvU,2026-06-30 04:19:10.051332+00,2026-06-30 04:19:10.68421+00,2026-06-30 04:19:11.101513+00
af1f3666-01ee-44fb-aeef-4f8323d9eeb4,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,m8bJMCoZcCGwbt3boRZR4GpDQMkm2YddhAsP332gvFE,3,351,CONFIRMED,bc61828b-fbd9-44a5-aa02-ee4f9da303d8,8wwmj1GooFGwM5Iirvg9db2rk3A-d9-uQ1Qj4KXZgw0,2026-06-30 04:18:10.389558+00,2026-06-30 04:18:11.085583+00,2026-06-30 04:18:11.441777+00
c189a74f-2dbc-47dd-bf1b-6753eb4caa92,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,IRgdGRAYLCf-qfdzih4vZkzPgTrR6LedJUaW0LJB9EU,1,2,CONFIRMED,e655db87-ea36-4c6c-a471-f36d3dba92b4,Yh7a9j_a--yN38b7j-mvBfDxh0_ie3ea_OVly-9aP0k,2026-06-30 04:17:27.367868+00,2026-06-30 04:17:27.683196+00,2026-06-30 04:17:28.877765+00
abc77e9d-1114-447c-aeae-dd9551bb8ae2,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,LvJStwvHjQfbKrNs7BPmQAjIL3rDGFNTTqc4m9He2Q8,2,1,CONFIRMED,2e60eb41-b3b2-453c-961f-60f63381283d,X-7Bs5S_WWx_PcK1KD2-C8AYJOhecw65bonjwmQeEWI,2026-06-30 04:17:27.36799+00,2026-06-30 04:17:27.627247+00,2026-06-30 04:17:28.888091+00
3f33cc00-c7f1-42e4-a4d0-59d75f621e90,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,466uDbxkJSdbXDSxvIrxeot57ATNGydUYvlOuer3E60,3,4,CONFIRMED,b67ec6ce-04a7-401b-adb0-51544602879a,kSmXBq6lSA3J1eqYyeyZlrXCd777_t5veTi8Snpw7do,2026-06-30 04:17:27.416456+00,2026-06-30 04:17:27.761863+00,2026-06-30 04:17:28.921804+00
adebb0b4-4d0d-4f0f-b713-196b3aee7f40,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,F61ya_riub_ar3pOJ1Lc-0FEv0s9gLP-VGqmeCKND9w,1,3,CONFIRMED,364801a7-2b1d-483c-861a-b5e1585dc84d,oTWatY5tyVNuoyIGrpfR9Ur5i1RT32mX9lb7571eHAk,2026-06-30 04:17:27.393965+00,2026-06-30 04:17:27.72785+00,2026-06-30 04:17:28.934053+00
9258b6d4-9bc6-48db-aa35-78e69a0f2c16,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,cOUS7l6mFtNBM2g5YNdyZF0nfFWUP5yvPc6O4fyl7Lg,1,5,CONFIRMED,988ad7ec-56c8-4b2c-8355-df8cac831e1b,tImL6AHULXm8LeqVyc8lrD2Mz4NE__JsMB8-14ky988,2026-06-30 04:17:27.445464+00,2026-06-30 04:17:28.903069+00,2026-06-30 04:17:29.804849+00
aa3af639-4cb8-474c-b17a-cee5e82a0b19,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,zWYZXXv_etLdA0FblGYqBQhZcKbwmt4BFzKMzJRg1gk,3,6,CONFIRMED,d852f2b4-25a7-4d96-a513-362d214bfb13,orXWSxtUja9MICUGaDB-_08zApgt_JqaFrDKF3le0ps,2026-06-30 04:17:27.480226+00,2026-06-30 04:17:28.942321+00,2026-06-30 04:17:29.835181+00
ce52d166-4c09-4426-82a9-02a824169a5f,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,feGFoJpp2BxXomyZsfkYKt5k0QdkesMktX_nY9_azCo,1,7,CONFIRMED,e6ac278b-06fd-4d77-a457-dda43ce65530,FsPJkGN-cvh6blJOdLLKjbRAs9HOy0206Z99zpX7Psk,2026-06-30 04:17:27.527993+00,2026-06-30 04:17:28.982252+00,2026-06-30 04:17:29.850975+00
b0737ea0-e6cd-4ffd-9206-7bdb4d918a75,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,dO9B-UB5fFPPVL9yUYND2aKVnvS0Tq_fB_102hPdFtA,3,8,CONFIRMED,6e93ff8d-4f7c-47d1-913d-af685e8c5f6b,Y4KGENCiqmDFILgvSCBIUAxeS8he4xJ8YBeMPmDFkvM,2026-06-30 04:17:27.55305+00,2026-06-30 04:17:29.015337+00,2026-06-30 04:17:29.923342+00
1b434ae1-05cf-4cde-a08f-3a3237053d9f,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,KVN842llgwyp0yfeNY_mFXzQjxP2MR7HIc07TQDrMfk,3,9,CONFIRMED,2a35f343-4489-44b7-8ed3-a02e65e62fa9,C-wapfbZgi-r6-YqDP-TQXyoOeUIpVhgW-9jWf5Lahc,2026-06-30 04:17:27.586187+00,2026-06-30 04:17:29.055863+00,2026-06-30 04:17:29.960185+00
575a0095-0bfb-42c5-b710-983a5eb80f25,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,LgJ06cF2qvxLiWOY3EiJCpCXNrxh9O5p0fZRO54NEj8,2,10,CONFIRMED,ec9fb01f-8dab-40a0-8727-c3931d8e376a,EcXMWSJlwpHAYLKqvRJCvsJ4lYrClsaPryWe-jTmPio,2026-06-30 04:17:27.610868+00,2026-06-30 04:17:29.112692+00,2026-06-30 04:17:29.973065+00
325480a4-6851-4c34-9b5d-662b829a8e68,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,gfZ1VklK9u2kyXFxyuE2hi2YBBQJdxt4atMJVCRmBkE,1,15,CONFIRMED,521e3e10-86cb-4103-bab6-f07baf5601b4,6-gA3Qh1ziFK3WJjY1GjsNY4Y2QDQlZdIGIhSlGUZME,2026-06-30 04:17:29.910831+00,2026-06-30 04:17:30.288977+00,2026-06-30 04:17:31.063343+00
faf63f15-563d-4062-a7cb-50d381c692ee,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,3R7etGrroEd5w8tVjsDh1hjU7rPCOS47mm6lE2o1qGg,3,16,CONFIRMED,0e0dba20-12b2-4e3c-9b86-e7039190062d,7HW2GrDBUUf0QqLAcHGTXg0dJ4y2QN-NECny3VXdhCE,2026-06-30 04:17:29.9475+00,2026-06-30 04:17:30.311336+00,2026-06-30 04:17:31.087418+00
4a610aff-33fb-4961-a8b5-0a6d1dbef208,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,s9w9160dm8-4C909M7Z95EXsnYQpFvcMAcx-Tar4LDI,3,17,CONFIRMED,b83d1c89-d505-449b-a17c-8ceb5a138610,CgqGoFifSBIKhtcdcmu4_6-YaM7BspfRq29iFnzClrY,2026-06-30 04:17:29.981326+00,2026-06-30 04:17:30.336782+00,2026-06-30 04:17:31.126243+00
427b5475-55ba-471e-b7ae-d9a735bbb515,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,UCuLu1-2l2Io58_unWy2OZbnNRuJ8IrfU8tF833vv4s,2,18,CONFIRMED,b1b4de05-f071-4869-b913-1efbe39298e8,4Y9JS3CFnkMwLBnaiDWlKsCAq6Rw5g2eQ8kvYQccwYY,2026-06-30 04:17:30.020591+00,2026-06-30 04:17:30.361992+00,2026-06-30 04:17:31.16822+00
beb76537-f2ea-42c3-8451-4cd50da7f847,62611733-1c5f-4310-a55a-ab57a14bd27e,4ceb39e1-e95e-48b4-8ecc-071915769f30,HE74DBijHgqbq2PaRgQ8Avlwadd8dsX4_sC5iVe6LlM,2,19,CONFIRMED,7683b8c7-6f39-41c8-ba49-f8e15b3a8fdb,-mHvpQ-W3vrqtAM_5nXs7nFiONgERfmuTZp_OdYFeTU,2026-06-30 04:17:30.051072+00,2026-06-30 04:17:30.38486+00,2026-06-30 04:17:31.210967+00
