id,resource_id,entry_id,quantity,expires_at,state,created_at,confirmed_at,cancelled_at,expired_at
d11f211d-5278-41aa-9b9b-5a5a3187da2f,e9d941ac-dcf8-4842-8537-743a1074ee0b,01ae08e5-f4ce-4da9-9a99-a473b372cf6b,3,2026-06-30 02:32:05.65926+00,CONFIRMED,2026-06-30 02:31:35.67215+00,2026-06-30 02:31:36.706543+00,,
40cee8de-8438-4359-b666-cbce00e26fae,e9d941ac-dcf8-4842-8537-743a1074ee0b,8e5047d7-4bfa-4aec-a03f-3919a54407e1,1,2026-06-30 02:32:06.706589+00,CONFIRMED,2026-06-30 02:31:36.708032+00,2026-06-30 02:31:36.768928+00,,
b885a9ed-3915-4750-8862-44aac11d2ec4,e9d941ac-dcf8-4842-8537-743a1074ee0b,b6554779-e9be-44dd-859a-e6e36d2532b4,1,2026-06-30 02:32:06.712301+00,CONFIRMED,2026-06-30 02:31:36.713717+00,2026-06-30 02:31:36.79874+00,,
a20ad47b-12a8-43a1-8f19-0cbb7e86d97a,e9d941ac-dcf8-4842-8537-743a1074ee0b,0e39bf57-a579-4c2e-93c8-84249c11af2a,3,2026-06-30 02:32:06.716499+00,CONFIRMED,2026-06-30 02:31:36.717536+00,2026-06-30 02:31:36.805514+00,,
d7d9e11b-f6e7-4cd1-ac3c-687759ff5441,e9d941ac-dcf8-4842-8537-743a1074ee0b,885320b9-b1ab-4409-803f-5a8db76a8643,1,2026-06-30 02:32:06.720263+00,CONFIRMED,2026-06-30 02:31:36.721364+00,2026-06-30 02:31:36.821787+00,,
41cb6372-f2af-4558-afbe-c7d6e1e9e205,e9d941ac-dcf8-4842-8537-743a1074ee0b,45ce6c1a-65f7-4aa3-9be3-b12992848ce1,1,2026-06-30 02:32:06.723606+00,CONFIRMED,2026-06-30 02:31:36.724701+00,2026-06-30 02:31:36.843663+00,,
f07551ce-b6ad-4ac6-8649-b2e4bd681bc4,e9d941ac-dcf8-4842-8537-743a1074ee0b,131bf75f-17cb-4cbc-b64e-c7812766df17,3,2026-06-30 02:32:06.727293+00,CONFIRMED,2026-06-30 02:31:36.728323+00,2026-06-30 02:31:36.861538+00,,
19a9a763-2f34-43f4-80be-563e4ea90d1a,e9d941ac-dcf8-4842-8537-743a1074ee0b,15618965-9a46-4db2-9f69-fd6b1ef60904,2,2026-06-30 02:32:06.690438+00,CONFIRMED,2026-06-30 02:31:36.691843+00,2026-06-30 02:31:37.70469+00,,
a41806b9-c74c-4a78-a870-e4d42b4d1e2b,e9d941ac-dcf8-4842-8537-743a1074ee0b,7479ecea-d31f-41e2-a116-9e280055e5fe,2,2026-06-30 02:32:06.695567+00,CONFIRMED,2026-06-30 02:31:36.696936+00,2026-06-30 02:31:37.723355+00,,
2bc7ea33-ca86-4d10-a74d-4685f2b86510,e9d941ac-dcf8-4842-8537-743a1074ee0b,bf32ebfc-095a-4e3b-98f2-563bd62fddec,2,2026-06-30 02:32:06.700891+00,CONFIRMED,2026-06-30 02:31:36.703019+00,2026-06-30 02:31:37.740702+00,,
e468f7cf-43f6-4f29-8079-58f0994f44e3,e9d941ac-dcf8-4842-8537-743a1074ee0b,0d97cbf0-c288-422b-95ca-34ed264b637f,2,2026-06-30 02:32:07.746287+00,CONFIRMED,2026-06-30 02:31:37.74693+00,2026-06-30 02:31:37.812555+00,,
ea4aed3c-15df-4c0a-b7e1-725c1909f0ad,e9d941ac-dcf8-4842-8537-743a1074ee0b,c8019f70-aa15-433f-922b-93b19be9f42a,3,2026-06-30 02:32:07.748226+00,CONFIRMED,2026-06-30 02:31:37.748636+00,2026-06-30 02:31:37.833695+00,,
941f5095-6cae-4ccf-af63-951196cbc542,e9d941ac-dcf8-4842-8537-743a1074ee0b,14b03cbb-b560-4aaf-8468-de21bc664d0c,1,2026-06-30 02:32:07.74985+00,CONFIRMED,2026-06-30 02:31:37.750304+00,2026-06-30 02:31:37.855828+00,,
ddf59d64-97a7-4aa0-b538-6588f573102c,e9d941ac-dcf8-4842-8537-743a1074ee0b,5ebc2117-bc3b-48a8-afe6-d18534046197,1,2026-06-30 02:32:07.751422+00,CONFIRMED,2026-06-30 02:31:37.751894+00,2026-06-30 02:31:37.877322+00,,
2ca8e00a-7f1d-42af-832e-928619262487,e9d941ac-dcf8-4842-8537-743a1074ee0b,e33005c1-70ad-420d-991f-4dd291c75922,3,2026-06-30 02:32:07.752778+00,CONFIRMED,2026-06-30 02:31:37.753379+00,2026-06-30 02:31:37.887104+00,,
7699fbda-57ab-42e8-83aa-24257500af4b,e9d941ac-dcf8-4842-8537-743a1074ee0b,31e2fe18-0a89-43e8-8851-06bc79e44666,3,2026-06-30 02:32:07.754488+00,CONFIRMED,2026-06-30 02:31:37.755033+00,2026-06-30 02:31:37.89655+00,,
d01d1ff4-86ef-4a5a-a65e-9b8c6bbf3e0f,e9d941ac-dcf8-4842-8537-743a1074ee0b,b37fcc8a-dc8f-40a0-ab31-e1255a98f1cc,3,2026-06-30 02:32:07.756139+00,CONFIRMED,2026-06-30 02:31:37.756502+00,2026-06-30 02:31:37.910839+00,,
751124cb-acec-42dd-93a2-ba07df2ac164,e9d941ac-dcf8-4842-8537-743a1074ee0b,663b4d0e-4537-4f02-aab5-b5e2b14422bc,3,2026-06-30 02:32:07.757397+00,CONFIRMED,2026-06-30 02:31:37.757756+00,2026-06-30 02:31:38.738698+00,,
d1e95bce-f8fe-4c37-8f21-7c5e341b3a9f,e9d941ac-dcf8-4842-8537-743a1074ee0b,6bee4223-5a88-42b9-8596-28f7761e8b53,1,2026-06-30 02:32:07.758716+00,CONFIRMED,2026-06-30 02:31:37.759083+00,2026-06-30 02:31:38.753213+00,,
c223cc01-318e-46e4-8e50-8752ca3945a3,e9d941ac-dcf8-4842-8537-743a1074ee0b,e5f58680-f88e-4beb-bf16-5d3e6f9a21a8,3,2026-06-30 02:32:08.769814+00,CONFIRMED,2026-06-30 02:31:38.77035+00,2026-06-30 02:31:38.844994+00,,
ff4b2e9f-80ad-4f52-8db1-50e6348fc523,e9d941ac-dcf8-4842-8537-743a1074ee0b,d3281976-7854-4337-b5e3-db4cb03bd26b,3,2026-06-30 02:32:08.771601+00,CONFIRMED,2026-06-30 02:31:38.772112+00,2026-06-30 02:31:38.862213+00,,
897e628a-4750-41d5-a051-2d3755fc2114,e9d941ac-dcf8-4842-8537-743a1074ee0b,7be9d319-5df2-40a7-b467-868f8880bdcd,1,2026-06-30 02:32:08.773695+00,CONFIRMED,2026-06-30 02:31:38.774284+00,2026-06-30 02:31:38.88526+00,,
97fd194d-b53d-4cdb-9774-6480b804c1fb,e9d941ac-dcf8-4842-8537-743a1074ee0b,97fb27b7-fb3f-470a-8b05-6ed9be5ee262,3,2026-06-30 02:32:08.775646+00,CONFIRMED,2026-06-30 02:31:38.776212+00,2026-06-30 02:31:38.90749+00,,
12b5255d-5156-461d-94da-cc43360bb429,e9d941ac-dcf8-4842-8537-743a1074ee0b,b459c784-8bba-4d17-b06a-728c8ac3360f,3,2026-06-30 02:32:08.777455+00,CONFIRMED,2026-06-30 02:31:38.777903+00,2026-06-30 02:31:38.916533+00,,
ac02cb96-c8de-46ac-9810-417574353ce6,e9d941ac-dcf8-4842-8537-743a1074ee0b,ca381c33-7c57-4109-94b3-816782c311bb,3,2026-06-30 02:32:08.778981+00,CONFIRMED,2026-06-30 02:31:38.779371+00,2026-06-30 02:31:38.923619+00,,
e8943026-034b-4499-9a99-fb5d85b2ec4e,e9d941ac-dcf8-4842-8537-743a1074ee0b,5c7b9197-111f-4760-b39a-ce9d65dd719d,3,2026-06-30 02:32:08.780856+00,CONFIRMED,2026-06-30 02:31:38.781382+00,2026-06-30 02:31:38.940849+00,,
382e1b78-9a60-4c47-9d33-c265e6f7ce33,e9d941ac-dcf8-4842-8537-743a1074ee0b,a86a301b-eb8f-4444-8c8f-ae0d1ec5c1e9,2,2026-06-30 02:32:08.782557+00,CONFIRMED,2026-06-30 02:31:38.783017+00,2026-06-30 02:31:39.775736+00,,
fb58cb4c-fbd9-4a40-bf79-a949eb6fb3ea,e9d941ac-dcf8-4842-8537-743a1074ee0b,33699b41-ae39-4eb2-844d-d541080d6d19,1,2026-06-30 02:32:08.764941+00,CONFIRMED,2026-06-30 02:31:38.768167+00,2026-06-30 02:31:39.788615+00,,
fcee38e1-69ee-4338-b5bb-6bf556f56cbb,e9d941ac-dcf8-4842-8537-743a1074ee0b,130afb11-433d-4080-ac65-326b46d92caf,2,2026-06-30 02:32:09.804011+00,CONFIRMED,2026-06-30 02:31:39.804888+00,2026-06-30 02:31:39.878017+00,,
4b27149b-1f43-4a2c-b6a6-7b438aeda575,e9d941ac-dcf8-4842-8537-743a1074ee0b,1173189b-0055-42ff-aeff-a87ca8f80062,2,2026-06-30 02:32:09.807157+00,CONFIRMED,2026-06-30 02:31:39.808008+00,2026-06-30 02:31:39.89217+00,,
4f2fce68-1e2d-4abe-8cc3-413156db3826,e9d941ac-dcf8-4842-8537-743a1074ee0b,a886ad59-a15a-41f4-99a0-70429552f39b,2,2026-06-30 02:32:09.810347+00,CONFIRMED,2026-06-30 02:31:39.811179+00,2026-06-30 02:31:39.916084+00,,
17f5e489-c3a4-4311-9620-e7bbe5a3f04e,e9d941ac-dcf8-4842-8537-743a1074ee0b,302c5705-bfd8-4a00-bc14-465e5c49240a,2,2026-06-30 02:32:09.812735+00,CONFIRMED,2026-06-30 02:31:39.813581+00,2026-06-30 02:31:39.93778+00,,
c78689bd-ed6e-4514-8d14-e693414717c5,e9d941ac-dcf8-4842-8537-743a1074ee0b,cc712bea-7288-423b-b095-ecce8aaebe9d,2,2026-06-30 02:32:09.816073+00,CONFIRMED,2026-06-30 02:31:39.816828+00,2026-06-30 02:31:39.947928+00,,
ef392127-1c05-4467-85e1-a2f96e63fbc4,e9d941ac-dcf8-4842-8537-743a1074ee0b,5689ef30-74cc-42d4-bb01-52f45daa1175,2,2026-06-30 02:32:09.818588+00,CONFIRMED,2026-06-30 02:31:39.819389+00,2026-06-30 02:31:39.956891+00,,
269ae61e-d9d1-4cf3-ab6f-18cfe287d141,e9d941ac-dcf8-4842-8537-743a1074ee0b,99d2853d-9093-4103-b6f6-3772557d97a0,1,2026-06-30 02:32:09.821393+00,CONFIRMED,2026-06-30 02:31:39.822379+00,2026-06-30 02:31:39.971937+00,,
6e43d63f-b2c8-4de0-acab-71d33032a4d4,e9d941ac-dcf8-4842-8537-743a1074ee0b,abab6d2e-8ad6-4de0-8b9c-3a55db1ce69f,3,2026-06-30 02:32:09.790726+00,CONFIRMED,2026-06-30 02:31:39.801945+00,2026-06-30 02:31:40.793975+00,,
fffde95f-6186-4998-9c3e-f53e1d8d154f,e9d941ac-dcf8-4842-8537-743a1074ee0b,8077ae1f-0010-4a0b-b17a-2c6f08f1832b,2,2026-06-30 02:32:10.834679+00,CONFIRMED,2026-06-30 02:31:40.835083+00,2026-06-30 02:31:40.918574+00,,
ce013c21-93ca-4eaa-afdb-4db43d340aef,e9d941ac-dcf8-4842-8537-743a1074ee0b,94ab589b-765f-46e5-a444-e68a19485c5a,1,2026-06-30 02:32:10.836371+00,CONFIRMED,2026-06-30 02:31:40.83685+00,2026-06-30 02:31:40.93344+00,,
3c61e86e-9ba6-4157-9fd7-f5515d6a0137,e9d941ac-dcf8-4842-8537-743a1074ee0b,0276ef5e-6ccc-4bc6-bbb2-6df5e9215401,2,2026-06-30 02:32:10.838194+00,CONFIRMED,2026-06-30 02:31:40.838731+00,2026-06-30 02:31:40.952313+00,,
a96411be-d6d6-4241-8d70-0a0eae01fa6d,e9d941ac-dcf8-4842-8537-743a1074ee0b,4d28f3f0-9390-42ab-a12c-3a69367407a7,3,2026-06-30 02:32:10.840144+00,CONFIRMED,2026-06-30 02:31:40.840684+00,2026-06-30 02:31:40.976244+00,,
09aebbde-ea98-413c-9e3a-1bb4070fd6cc,e9d941ac-dcf8-4842-8537-743a1074ee0b,9b0205b9-ca05-4017-9c42-9e56565deaea,3,2026-06-30 02:32:10.842031+00,CONFIRMED,2026-06-30 02:31:40.842828+00,2026-06-30 02:31:40.986252+00,,
4828a574-0cb7-445b-a6ef-68238882b39d,e9d941ac-dcf8-4842-8537-743a1074ee0b,703d84ae-b426-4b48-8b39-7370ca162c12,2,2026-06-30 02:32:10.844012+00,CONFIRMED,2026-06-30 02:31:40.84451+00,2026-06-30 02:31:40.994656+00,,
d824dbb2-97df-4bc9-a005-05c09fe566ab,e9d941ac-dcf8-4842-8537-743a1074ee0b,4025d608-5b2f-4e1f-9848-1bb69120243c,3,2026-06-30 02:32:10.845644+00,CONFIRMED,2026-06-30 02:31:40.846038+00,2026-06-30 02:31:41.008157+00,,
a93d97b6-5301-41c4-ab51-1de6d832f2d8,e9d941ac-dcf8-4842-8537-743a1074ee0b,d30b7e94-3b81-4cf1-a3e5-00e4d4ee640c,3,2026-06-30 02:32:10.830015+00,CONFIRMED,2026-06-30 02:31:40.831294+00,2026-06-30 02:31:41.822788+00,,
b4810c4a-5bf1-4eed-b4e6-748f31edf189,e9d941ac-dcf8-4842-8537-743a1074ee0b,93c3eefb-b326-4739-809c-97b3c1cf3ee0,3,2026-06-30 02:32:10.846993+00,CONFIRMED,2026-06-30 02:31:40.847532+00,2026-06-30 02:31:41.825528+00,,
f9c32955-393a-471c-8738-d0c6cf40db73,e9d941ac-dcf8-4842-8537-743a1074ee0b,69a90aa7-e0cb-4106-af43-fea6853da299,3,2026-06-30 02:32:10.832871+00,CONFIRMED,2026-06-30 02:31:40.833479+00,2026-06-30 02:31:41.856212+00,,
5f285d26-2554-4fc1-8db8-a0ef46dc2097,e9d941ac-dcf8-4842-8537-743a1074ee0b,17e6be2a-e698-49b6-9d02-64261ec016ef,3,2026-06-30 02:32:11.85463+00,CONFIRMED,2026-06-30 02:31:41.855191+00,2026-06-30 02:31:41.954662+00,,
c33d2415-fe9d-4296-8433-0ab9fbf304f6,e9d941ac-dcf8-4842-8537-743a1074ee0b,4c00b394-e155-450c-8a9a-273910bf1ba4,3,2026-06-30 02:32:11.856499+00,CONFIRMED,2026-06-30 02:31:41.857143+00,2026-06-30 02:31:41.966541+00,,
f60bc5ea-0466-431b-84f7-8c1426faf241,e9d941ac-dcf8-4842-8537-743a1074ee0b,0729a373-b0d6-4a99-b6e1-24e369eb82dc,1,2026-06-30 02:32:11.858205+00,CONFIRMED,2026-06-30 02:31:41.858572+00,2026-06-30 02:31:41.983266+00,,
73bd97f6-8fb2-4f9a-a69d-f8ab6f301d15,e9d941ac-dcf8-4842-8537-743a1074ee0b,805d2f3d-7e91-4dd5-b398-2481499607ef,3,2026-06-30 02:32:11.859668+00,CONFIRMED,2026-06-30 02:31:41.860069+00,2026-06-30 02:31:42.006671+00,,
d49185ea-b202-43d1-afb4-38cf2df8d577,e9d941ac-dcf8-4842-8537-743a1074ee0b,05ced036-6513-4879-a6fc-56db1c431000,2,2026-06-30 02:32:11.861102+00,CONFIRMED,2026-06-30 02:31:41.861508+00,2026-06-30 02:31:42.016934+00,,
e58eab5b-1380-4036-986b-d8804079b160,e9d941ac-dcf8-4842-8537-743a1074ee0b,53664f70-2c75-4db7-a4e8-c2d749ec81c5,3,2026-06-30 02:32:11.862561+00,CONFIRMED,2026-06-30 02:31:41.863113+00,2026-06-30 02:31:42.028119+00,,
c5774183-d8a4-43e8-ad00-1f4d68c6439a,e9d941ac-dcf8-4842-8537-743a1074ee0b,538b9b9f-3f33-4120-9210-8a1f27b6ff9f,1,2026-06-30 02:32:11.864366+00,CONFIRMED,2026-06-30 02:31:41.864854+00,2026-06-30 02:31:42.041554+00,,
90e5d116-8636-4e2d-aa47-3f7b25955852,e9d941ac-dcf8-4842-8537-743a1074ee0b,606e31cd-67f5-4f1c-a3d2-7d5d1670b298,3,2026-06-30 02:32:11.865951+00,CONFIRMED,2026-06-30 02:31:41.866486+00,2026-06-30 02:31:42.849396+00,,
af6ae964-c258-4aef-878d-892c69a77207,e9d941ac-dcf8-4842-8537-743a1074ee0b,b29bd4fa-d657-47f9-8fd4-d5598bb3fa4e,3,2026-06-30 02:32:11.867518+00,CONFIRMED,2026-06-30 02:31:41.867924+00,2026-06-30 02:31:42.855169+00,,
1d52f59a-ee61-4f05-9767-462709a88492,e9d941ac-dcf8-4842-8537-743a1074ee0b,3f79923a-5bf7-4daf-90dd-40284ec03c6c,3,2026-06-30 02:32:12.876355+00,CONFIRMED,2026-06-30 02:31:42.876807+00,2026-06-30 02:31:42.988314+00,,
7aaa7209-5412-4ee5-812c-e373e2485859,e9d941ac-dcf8-4842-8537-743a1074ee0b,42c021f3-ff3c-4063-b2c6-bc0c2190a5b0,1,2026-06-30 02:32:12.877897+00,CONFIRMED,2026-06-30 02:31:42.878276+00,2026-06-30 02:31:42.997345+00,,
