id,resource_id,entry_id,quantity,expires_at,state,created_at,confirmed_at,cancelled_at,expired_at
fe3e3a34-77d6-4a57-9d83-b096909f499e,e3df69fe-152b-473e-b633-06f96619d251,c303fe2b-a944-445b-8aa1-02812d45d489,1,2026-06-30 02:47:04.055653+00,CONFIRMED,2026-06-30 02:46:19.059289+00,2026-06-30 02:46:19.987713+00,,
29930d8c-768a-411c-a94e-f104af9a6627,e3df69fe-152b-473e-b633-06f96619d251,b86dee9e-f7da-43da-bc68-246a4911c295,3,2026-06-30 02:47:04.03802+00,CONFIRMED,2026-06-30 02:46:19.039861+00,2026-06-30 02:46:19.987712+00,,
01d8466b-5342-4df6-8b57-ae3404bc1208,e3df69fe-152b-473e-b633-06f96619d251,a8284702-9506-4461-a279-aa585d721962,1,2026-06-30 02:47:04.134016+00,CONFIRMED,2026-06-30 02:46:19.135329+00,2026-06-30 02:46:19.997097+00,,
dc463003-e569-43dc-a569-cf6a8695dd10,e3df69fe-152b-473e-b633-06f96619d251,1f546c3f-5f25-41f7-b28e-2e868aef3857,1,2026-06-30 02:47:04.080649+00,CONFIRMED,2026-06-30 02:46:19.082141+00,2026-06-30 02:46:19.988223+00,,
445d24dd-7b9e-4130-a70f-32a68566c140,e3df69fe-152b-473e-b633-06f96619d251,7a2df1cb-6895-4ee5-935c-6a72e2aae361,2,2026-06-30 02:47:04.107986+00,CONFIRMED,2026-06-30 02:46:19.109176+00,2026-06-30 02:46:19.993895+00,,
1f8f1993-17db-4c10-a4a8-3f4cc1e81c5e,e3df69fe-152b-473e-b633-06f96619d251,0e77dbe0-87b7-4a7f-bd1d-3acf69c342db,3,2026-06-30 02:47:04.098559+00,CONFIRMED,2026-06-30 02:46:19.099882+00,2026-06-30 02:46:20.038688+00,,
a36ad9cb-9469-4775-9dde-3d5365cdd7bb,e3df69fe-152b-473e-b633-06f96619d251,8fe8f1c7-b161-4664-befd-893e39daa8c7,3,2026-06-30 02:47:04.114324+00,CONFIRMED,2026-06-30 02:46:19.115532+00,2026-06-30 02:46:19.994845+00,,
f9897c05-1b10-42f6-95ba-f87a4f820ddb,e3df69fe-152b-473e-b633-06f96619d251,1abf43ba-09fe-4a7e-938e-5207f4aad0d4,3,2026-06-30 02:47:04.048088+00,CONFIRMED,2026-06-30 02:46:19.050019+00,2026-06-30 02:46:20.003689+00,,
5e4c0114-784c-4c79-b3f9-1e234e4195d7,e3df69fe-152b-473e-b633-06f96619d251,cae64345-e924-4303-88b4-32b608030ceb,1,2026-06-30 02:47:04.094117+00,CONFIRMED,2026-06-30 02:46:19.09545+00,2026-06-30 02:46:19.987826+00,,
c3767b7f-f83f-4561-875a-5512c8eb19d7,e3df69fe-152b-473e-b633-06f96619d251,d6419914-ba05-4338-81dd-67c2ba6713a9,2,2026-06-30 02:47:04.072398+00,CONFIRMED,2026-06-30 02:46:19.074367+00,2026-06-30 02:46:20.055392+00,,
8f78f484-dc45-4fc2-95c6-7c50e583a900,e3df69fe-152b-473e-b633-06f96619d251,ee6307a6-7d50-46da-8773-890222a0f159,3,2026-06-30 02:47:04.121376+00,CONFIRMED,2026-06-30 02:46:19.122416+00,2026-06-30 02:46:20.087183+00,,
e3f1b980-35e5-42e0-b4b8-4c378ef1a0e1,e3df69fe-152b-473e-b633-06f96619d251,5b5e200e-91ed-4eb7-b229-dd91e9d25529,1,2026-06-30 02:47:04.064866+00,CONFIRMED,2026-06-30 02:46:19.066832+00,2026-06-30 02:46:20.028635+00,,
9135bdd2-89f6-4f28-a93f-bebf7191ebb1,e3df69fe-152b-473e-b633-06f96619d251,7b45c4d7-4352-4a89-89da-e8936d16f85d,3,2026-06-30 02:47:04.131+00,CONFIRMED,2026-06-30 02:46:19.131702+00,2026-06-30 02:46:20.047544+00,,
430ecd24-700b-4dee-8bbc-0c6b96d3f3b5,e3df69fe-152b-473e-b633-06f96619d251,14e10d93-6b4a-4f71-874f-2b6b1d2c901f,2,2026-06-30 02:47:04.124665+00,CONFIRMED,2026-06-30 02:46:19.125596+00,2026-06-30 02:46:20.068532+00,,
b3c70b61-64ca-4c08-a297-3f310ef6c245,e3df69fe-152b-473e-b633-06f96619d251,15a8fb70-735e-4b70-8ed0-a0a14ae8b564,1,2026-06-30 02:47:04.111344+00,CONFIRMED,2026-06-30 02:46:19.112329+00,2026-06-30 02:46:19.994179+00,,
