id,reservation_id,entry_id,state,occurred_at,acknowledged_at
13a570e8-1f19-4892-9f01-1fe148de1e58,5f0d7035-1838-405f-b254-e1c8986df47c,e3e05215-3bb0-4390-a30c-c4fa3135af15,CONFIRMED,2026-06-30 04:04:52.508714+00,2026-06-30 04:04:53.518634+00
8b7734b8-fe65-4e15-8438-6254425c9f1f,1110c723-0d63-468a-9d67-c511e41d5a2e,e227b0a5-dc7a-4f32-ae7d-58de0e780bc8,CONFIRMED,2026-06-30 04:04:53.145297+00,2026-06-30 04:04:53.519832+00
9c463976-990a-4d2a-b902-0b6af9444391,41864953-3bae-4662-b081-3ee63f747371,7165ec50-7462-4152-95ac-85c2159fd54a,CONFIRMED,2026-06-30 04:04:53.527868+00,2026-06-30 04:04:54.574192+00
ff0d19f5-e9a0-4508-b550-ea3e08bb7063,905b08b9-452e-4ab0-95fc-01d20616dd62,d702e850-e62a-4dc0-bb09-4e841034049c,CONFIRMED,2026-06-30 04:04:53.639834+00,2026-06-30 04:04:54.575146+00
8381561f-f984-4dd2-9cd8-f586435a3dd5,cde5be2d-e4cd-4810-9135-87f59b9436f7,4b6223d2-6a09-4f12-82ab-9073a96de1a2,CONFIRMED,2026-06-30 04:04:53.784292+00,2026-06-30 04:04:54.575829+00
30919b0c-7789-4bf5-829b-bf73ba6a7b5f,89628538-95f2-49d9-b96c-eb87c4f00e23,761a451f-0c72-4be5-b183-85f23a582cd6,CONFIRMED,2026-06-30 04:04:54.258104+00,2026-06-30 04:04:54.576537+00
30865bfe-e51f-4774-9224-9ca2778440bc,bf0346a1-55b6-4846-be87-b4c7892e9925,4f90019c-d2ac-4fc2-839d-9a7e84811eb4,CONFIRMED,2026-06-30 04:04:54.281593+00,2026-06-30 04:04:54.577083+00
22bf2b15-3bc4-4898-b105-53ba94faf723,fbdcfe2d-fc3d-4001-90eb-d137ff4f69ea,6ffee9d7-9610-4f4e-8642-eaea8fec2d1b,CONFIRMED,2026-06-30 04:04:54.620174+00,2026-06-30 04:04:55.620585+00
1ea05ee6-0d2f-4f02-ad4e-999fc964e653,5849aa3f-1dc5-43e0-9408-1ea5d448b3a0,9e4eee89-ae1c-4627-b184-290729a0f381,CONFIRMED,2026-06-30 04:04:54.653007+00,2026-06-30 04:04:55.621908+00
209a4f7f-b130-4d33-af66-89537c1d9bd3,9abcfe99-0ec8-4cd0-9c90-64d4fa56cfb9,ccdf411c-b3d9-4aae-a9d7-c8ca17c161a8,CONFIRMED,2026-06-30 04:04:54.72697+00,2026-06-30 04:04:55.622755+00
4d8c682c-e8f9-4c12-9ce3-136fbc9442a0,c6334775-e5e1-482d-bc89-811211a7949b,db915858-a7f9-4034-b634-7f1e6d877deb,CONFIRMED,2026-06-30 04:04:54.91105+00,2026-06-30 04:04:55.623371+00
eb930465-6f08-4a52-8fac-81a2303be993,eda9044e-ddf8-41b1-a6b4-526ac89f0680,8e85994b-6336-47a5-b506-9eb491502c83,CONFIRMED,2026-06-30 04:04:55.377833+00,2026-06-30 04:04:55.623868+00
5e371788-3a21-4915-939f-d12e06b83915,c743381a-5ec0-438c-851a-11af35fb7a0d,8ade3001-fa61-42c8-b3fd-25ca6ac0fe27,CONFIRMED,2026-06-30 04:04:55.38944+00,2026-06-30 04:04:55.624261+00
88b57f70-2856-400c-abbc-5b573ee2cac1,9de608f6-faa1-4261-ba55-595408393129,70f3d3cc-3606-423e-ad6e-fb258293b1c3,CONFIRMED,2026-06-30 04:04:55.42557+00,2026-06-30 04:04:55.624636+00
be47a69d-b038-4e5d-ba67-d2022b0e4a9f,8dfce9a2-8078-43cf-8a02-e8600f9e23f0,64ecb2ab-7f0f-43d4-a661-1466e0de7d3c,CONFIRMED,2026-06-30 04:04:55.707622+00,2026-06-30 04:04:56.674103+00
e288c79e-7488-4975-b782-60523dcd632f,55ad5854-7171-4361-8585-2f2876157f2b,0943edb2-4957-4a03-8d6a-26d5f56fe452,CONFIRMED,2026-06-30 04:04:55.733009+00,2026-06-30 04:04:56.675296+00
8b202712-6859-4a4d-8f99-2ac8684d7141,e7264efa-4e8d-4cfd-bfbf-07bdcf916d0d,ea4542af-86e9-40cf-8405-86e4e43faf35,CONFIRMED,2026-06-30 04:04:55.794625+00,2026-06-30 04:04:56.676155+00
f25943d6-e73a-40a1-be5a-c7401d8ae04a,dc482b4c-1351-4fda-8fdf-a80d309b41d8,9b984e3b-4e89-40ed-8491-eaea94e5b58e,CONFIRMED,2026-06-30 04:04:55.820211+00,2026-06-30 04:04:56.676812+00
8459465d-21bc-4889-8ef0-1731b3817bc9,206acfee-18c3-4062-b35a-c0769dc2571e,9d693eb5-581e-4ecf-84d3-dd986b590516,CONFIRMED,2026-06-30 04:04:55.881658+00,2026-06-30 04:04:56.677403+00
1a689121-3cba-48f3-b371-2d6a1b815ea2,fc55ea43-6a45-4538-97eb-8f5b6ba23d07,33c7c068-9259-4144-bf10-292d66874463,CONFIRMED,2026-06-30 04:04:56.034054+00,2026-06-30 04:04:56.677914+00
3849cff5-2bcd-42ca-af3d-75e11b45ecee,5d8c69f4-c49d-436a-8417-52f3470b51ec,a6270c60-734b-4e97-a0af-5509a86c0f96,CONFIRMED,2026-06-30 04:04:56.506862+00,2026-06-30 04:04:56.678508+00
a8dcb852-d723-44b6-9a5d-c3934f3d42e4,434d3d78-0a39-4f96-b8f0-ec213f005107,313e59f1-4dce-4102-9378-5135da72f394,CONFIRMED,2026-06-30 04:04:56.536829+00,2026-06-30 04:04:56.678932+00
199fa56a-1795-4181-b093-e0a1020233da,a04f4d8f-18e7-4b18-800e-3d3b90a43853,d0480407-36c0-4bec-b971-e26feaa321ed,CONFIRMED,2026-06-30 04:04:56.553388+00,2026-06-30 04:04:56.679505+00
05818fea-6f80-4dfd-8af7-3d349fc5e4d1,22de0435-c8dc-4298-b0c6-22b2f2e26e22,a52711c7-a7af-4c53-9c46-021e661e051a,CONFIRMED,2026-06-30 04:04:56.589014+00,2026-06-30 04:04:56.68011+00
6218aabc-353b-46cc-9f88-1d6d9762af74,2e52fb4d-0daa-46fc-9541-334f7b35283a,2b6a9b18-4908-41be-9e8f-3887c29f8bc4,CONFIRMED,2026-06-30 04:04:56.802587+00,2026-06-30 04:04:57.718315+00
3fb8f750-8cdf-4c29-9a9b-ae4fc68959f4,7a7ccda4-1e33-46fa-9e6b-0e9aa80cea0c,fb7e4a99-c412-4848-9ef0-c05b656ae249,CONFIRMED,2026-06-30 04:04:56.833408+00,2026-06-30 04:04:57.71907+00
2a72cf2d-bfa7-4d54-a69e-b11c07c22abf,6bcf0022-192d-41dd-82c1-7c7da82153b0,1ff1a43d-353c-43f3-ad0e-bb8b9b5ecca0,CONFIRMED,2026-06-30 04:04:56.887848+00,2026-06-30 04:04:57.719528+00
4e33126c-dfdf-43d2-8fff-e05aad3807e0,181a767a-1a6e-401e-b8ec-e9b3fae49c96,1948e66c-798e-4077-a1be-b914e36bc1b5,CONFIRMED,2026-06-30 04:04:56.921418+00,2026-06-30 04:04:57.719982+00
7b69b4e2-6016-45d5-9e79-6d626efa361d,cfd0c7bc-7396-425d-9b02-2e4b501ce911,165173f6-b9fa-4839-b8dd-55f7139db11a,CONFIRMED,2026-06-30 04:04:56.946614+00,2026-06-30 04:04:57.720424+00
6859ac54-61fa-4e81-82cc-0d5298e7cefe,0be4e8d5-f19c-417f-b39f-2c117dec3439,2b72d353-172f-4ef1-b2b8-d93338620b39,CONFIRMED,2026-06-30 04:04:56.990194+00,2026-06-30 04:04:57.720869+00
