id,queue_id,resource_id,participant_hash,quantity,sequence,state,reservation_id,token_hash,created_at,hold_granted_at,terminal_at
618748dd-3d26-4614-9411-60373d41f368,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,LvJStwvHjQfbKrNs7BPmQAjIL3rDGFNTTqc4m9He2Q8,1,1,CONFIRMED,2c56d413-95fe-427a-b7f0-7b7dccc2f954,0QsFT_TFIEf83mz4B7_RrQRoUTqt6cEET-3htsL3o-4,2026-06-30 03:56:45.243095+00,2026-06-30 03:56:46.254847+00,2026-06-30 03:56:47.243548+00
946ae4f4-413a-400c-a30a-c1a770d5a2a9,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,lDn8tet7WNUKHAIbY9iXnrYqLORFKh5EFDqvpz0b9Ro,2,12,CONFIRMED,333310c2-59b7-4830-9371-1a370209445e,PB68tBkPtG3JswS64LB0Y9Bc0W54Ld8rHk_lNtV46II,2026-06-30 03:56:45.485107+00,2026-06-30 03:56:46.643112+00,2026-06-30 03:56:47.355907+00
ad46778f-9c57-4bb8-b850-22c7ec81277f,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,ODsLV8_BRAetpZNGR9FDnAWbCy6hUAvyv-30THyzl5g,1,22,CONFIRMED,6042eb78-a455-47f4-8b2e-1041e7c220ae,ev_rS3BQR5excgJtBHgJF976lGirrRZ9UfZ8OpLDvus,2026-06-30 03:56:45.716969+00,2026-06-30 03:56:47.960627+00,2026-06-30 03:56:49.100109+00
476676df-5088-49cf-b5b6-28bcacf5545e,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,zWYZXXv_etLdA0FblGYqBQhZcKbwmt4BFzKMzJRg1gk,3,32,CONFIRMED,4f1a4ba9-2956-428e-96cd-12c1d19b5c64,RnvkB0ciK4Og_JxEeF33gTWdm0F99BinZ_LV8SRXMr4,2026-06-30 03:56:45.979469+00,2026-06-30 03:56:48.158225+00,2026-06-30 03:56:49.118831+00
1c112bd7-5148-4a3a-9a77-94b4a5a1e34f,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,MNcDp9TkIlpJFmN35rUHWeUkoCKAO4XxXmC5EULTYaI,2,50,CONFIRMED,8a955596-fd37-48ac-85df-bf47b9d36e4c,58-L-PUGG1bEcjJBjkkUBwCRII13xCGeBdSL_NcYmTI,2026-06-30 03:56:47.503163+00,2026-06-30 03:56:49.614548+00,2026-06-30 03:56:50.713904+00
9f55856f-c2ad-46cd-a759-e3ab176aa84a,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,HE74DBijHgqbq2PaRgQ8Avlwadd8dsX4_sC5iVe6LlM,3,60,CONFIRMED,c30c423c-48f9-40d4-adb0-102e277f6063,yVenRP8Poo_27_CDU-DcjTOVGigyDzdgUSxPc-DcLqU,2026-06-30 03:56:47.71974+00,2026-06-30 03:56:49.824227+00,2026-06-30 03:56:50.871623+00
a2965b4b-70ca-4999-9171-1d13043c5458,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,DtnTuI3b710bkFYUtKqXQuE7AaPqCyNxfygzJhk3P9E,3,63,UNFULFILLABLE,,gzpkI_DmCTA3r5VUuOCh-KxPweQmdynIGV4aw0ZqUHE,2026-06-30 03:56:48.454964+00,,2026-06-30 03:56:51.991805+00
7db8c754-7326-486b-b5f2-019b60061509,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,BasEVTew5UGx1o4J_HDGVdFfivevSCv2WFrmGdyRgOc,2,64,UNFULFILLABLE,,rQELuICxD75HNnVU8PEm_29GdZGEuCDE5U6TyzPqVjU,2026-06-30 03:56:48.486208+00,,2026-06-30 03:56:52.004495+00
6bcc5f30-6e8a-4f65-b516-1539a9e1cb0e,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,yQfCgJSFzQwz1S1ePajGA6W41iaiPXQ5J95Xmq2xLwk,3,65,UNFULFILLABLE,,q1IIE_JQZEy1t5QfiUlpKogwxLZnYjRG6XHkWBX-Tl4,2026-06-30 03:56:48.635503+00,,2026-06-30 03:56:52.016649+00
f99c64d0-8515-4422-8d7f-56121ddf2596,0d577126-5b83-4492-9471-2eabd0eb269e,01a9e25a-d944-4ca6-b41e-a3f38d3d4714,1o9D0453QHEzYVNkLK7wTnAW8wI5xDxSY8HP48-lYHA,2,67,UNFULFILLABLE,,kcn5q4c1Vi2cbEBvjby68J22rCDWEp8kbUT6g1_SQgQ,2026-06-30 03:56:49.120091+00,,2026-06-30 03:56:52.043243+00
