id,reservation_id,entry_id,state,occurred_at,acknowledged_at
78c33d79-445d-4717-bc33-57796d5e50c2,ab3f39e3-1cec-4975-9755-a940d784a47a,203f256e-3fd0-4971-8181-449f2df1d51f,CONFIRMED,2026-06-30 04:30:03.511659+00,2026-06-30 04:30:04.503924+00
73fbae33-a823-4cbf-8840-40b5e79361ed,4ee32824-c4d6-4e93-9f7a-601a29f7a162,e1a01385-4cca-48c7-9dca-581dbc54a428,CONFIRMED,2026-06-30 04:30:03.52163+00,2026-06-30 04:30:04.506118+00
c91aa610-3198-4670-81ff-bd26d22ca549,4aa280b8-d7d2-4b9a-96b8-9d56f413f827,ac76f8b8-bab1-4847-8381-f60e98ac4310,CONFIRMED,2026-06-30 04:30:03.539054+00,2026-06-30 04:30:04.514971+00
8cb9e632-d6c6-491d-887c-62316a3e499c,ec12b56d-0bb1-4c45-bc23-a8aa50dd8912,a84a38ee-783d-4745-b4cd-b1f47784c770,CONFIRMED,2026-06-30 04:30:03.545583+00,2026-06-30 04:30:04.518398+00
c4b68a0b-0917-4694-900f-7e7f8eadf11b,2812bdcd-386a-46ba-b97f-e3fe67326574,11dd4e66-a773-4d58-b4ad-6e498d8cf762,CONFIRMED,2026-06-30 04:30:03.560301+00,2026-06-30 04:30:04.52338+00
07767c5d-a077-4d9c-bfe8-2cdb10081543,ddda148d-a79a-44f0-8eb8-f12d7f2ea162,18ef446f-515d-41a4-9662-593e04bc4492,CONFIRMED,2026-06-30 04:30:03.561549+00,2026-06-30 04:30:04.525058+00
4b3c0dcb-9011-49b3-a8fd-9576aef39558,0049972e-26e5-4cf8-92a9-5f59412f7a1e,381a696b-0cb8-4bdf-9710-b9b83ff04b2f,CONFIRMED,2026-06-30 04:30:03.562989+00,2026-06-30 04:30:04.527564+00
bcea24f4-0e58-4715-ae78-f7bcc9d5f402,b18afec3-a7f9-4803-ae49-ed68ba58a670,d3f715ad-4b9a-43a8-8807-a4f5cedb0fa4,CONFIRMED,2026-06-30 04:30:03.56302+00,2026-06-30 04:30:04.52894+00
e16dbd34-88ba-4bcc-83d7-aafd9f199c45,05bfdd76-0be1-4f2d-bd40-96194c8390e0,dc53b3b0-f88e-49cf-94aa-39b07345b639,CONFIRMED,2026-06-30 04:30:03.56312+00,2026-06-30 04:30:04.53167+00
4194a4c6-e688-4972-8d23-3de72247e75a,9e29c50b-e681-45ca-a3f6-ada982095a55,5ea28d52-fe90-4c82-9e2e-ad7a6524c472,CONFIRMED,2026-06-30 04:30:03.566215+00,2026-06-30 04:30:04.53253+00
bee4d546-892a-4a69-b233-f1ff935940b2,48550625-77c6-40d6-9e80-13591eeec8d9,15d6fc55-3285-48b8-a641-ba52dd684974,CONFIRMED,2026-06-30 04:30:03.568343+00,2026-06-30 04:30:04.533147+00
224dcba8-03f3-4ba5-b0ec-a4c387b9b035,05050998-d8fd-4ad9-adda-ac72fb70d8be,9176dbfe-c6aa-4831-b322-43c411de46ac,CONFIRMED,2026-06-30 04:30:03.581599+00,2026-06-30 04:30:04.533903+00
27ee6288-8f4e-4af5-b007-800761a195bf,f55198cc-aad9-4de6-95aa-383de7b84b9c,c80b338f-fea1-43ff-8c21-32a749dfcbb1,CONFIRMED,2026-06-30 04:30:03.585205+00,2026-06-30 04:30:04.534598+00
2637e51b-0084-4209-955f-c53a78d661cf,2bc4a7c0-0a15-43b5-822a-0e88595882dc,0882a101-3e33-4c16-9bdf-e5896448f259,CONFIRMED,2026-06-30 04:30:03.599908+00,2026-06-30 04:30:04.535123+00
c8dab6a0-6457-4ad1-9e4a-e9385854d5e2,9747f802-2043-4d99-a1f5-e5b3cfc245f8,be884487-6651-44f9-a1b5-84ae656f80e4,CONFIRMED,2026-06-30 04:30:03.610599+00,2026-06-30 04:30:04.535553+00
c8fb8da3-2c3b-476d-b4ce-903d6959d1d9,236102d2-e2e2-4cae-b839-17824aca6efb,9303aab0-769a-4aea-9c14-604cf5b0c0bf,CONFIRMED,2026-06-30 04:30:03.617393+00,2026-06-30 04:30:04.535975+00
