id,resource_id,entry_id,quantity,expires_at,state,created_at,confirmed_at,cancelled_at,expired_at
77b21da0-4e0f-445c-bec7-f90d55605c6b,bfadec01-d0ac-4fa6-bc80-ab7487918b48,10ff5617-1eae-4374-95ca-33ec85e4794a,1,2026-06-30 02:50:50.937558+00,CONFIRMED,2026-06-30 02:50:05.941847+00,2026-06-30 02:50:06.577161+00,,
4f0fc1e6-5b14-4916-9d1b-ba93c72ecef3,bfadec01-d0ac-4fa6-bc80-ab7487918b48,f8f2b0e7-4453-4d7b-a2b8-9cbe49f2e656,1,2026-06-30 02:50:50.946841+00,CONFIRMED,2026-06-30 02:50:05.947878+00,2026-06-30 02:50:06.912912+00,,
417de975-aad8-42ea-95e3-03aa7daee364,bfadec01-d0ac-4fa6-bc80-ab7487918b48,f31012b3-729e-4cef-a349-e5fc68376cd6,1,2026-06-30 02:50:51.972873+00,CONFIRMED,2026-06-30 02:50:06.976879+00,2026-06-30 02:50:07.313532+00,,
c41c09dc-1c5a-49ef-82f4-0979ea550114,bfadec01-d0ac-4fa6-bc80-ab7487918b48,2e501409-0dd2-4169-ad18-653171d1e3ef,3,2026-06-30 02:50:51.986461+00,CONFIRMED,2026-06-30 02:50:06.988911+00,2026-06-30 02:50:07.64131+00,,
90c32cf5-edea-4330-b877-270a10ddb4b9,bfadec01-d0ac-4fa6-bc80-ab7487918b48,c97fffe2-e095-4f6b-9433-1b5883cf6430,2,2026-06-30 02:50:51.999225+00,CONFIRMED,2026-06-30 02:50:07.002261+00,2026-06-30 02:50:07.669903+00,,
ea41d2d7-1b43-4e7b-a21f-db080e877b5f,bfadec01-d0ac-4fa6-bc80-ab7487918b48,69c5f8d9-a45d-4b1c-a8b2-d3b2666c6f8e,1,2026-06-30 02:50:52.010467+00,CONFIRMED,2026-06-30 02:50:07.013499+00,2026-06-30 02:50:07.97924+00,,
dbb391c0-081c-40d5-943f-d067e0e349ea,bfadec01-d0ac-4fa6-bc80-ab7487918b48,1e9e717e-67a5-4f1a-8e96-97a225e5e202,2,2026-06-30 02:50:53.042657+00,CONFIRMED,2026-06-30 02:50:08.044585+00,2026-06-30 02:50:08.367663+00,,
77be0ad5-2752-4302-b279-99d5292ab64f,bfadec01-d0ac-4fa6-bc80-ab7487918b48,5a600da7-0484-4b8a-957f-c182508906c8,1,2026-06-30 02:50:53.049801+00,CONFIRMED,2026-06-30 02:50:08.051409+00,2026-06-30 02:50:08.42684+00,,
6bb0b8c2-1610-4510-8e17-257ab56ec06c,bfadec01-d0ac-4fa6-bc80-ab7487918b48,cea26129-61db-49f1-8e09-bd6bb1b48338,3,2026-06-30 02:50:53.056075+00,CONFIRMED,2026-06-30 02:50:08.058172+00,2026-06-30 02:50:08.701956+00,,
23c0f011-d4d8-454f-be6c-a7ab3895a463,bfadec01-d0ac-4fa6-bc80-ab7487918b48,b80b7fb8-4959-4c94-abea-84da7e077972,2,2026-06-30 02:50:53.061136+00,CONFIRMED,2026-06-30 02:50:08.06209+00,2026-06-30 02:50:08.723184+00,,
9680d954-161f-431f-83cc-546766445da0,bfadec01-d0ac-4fa6-bc80-ab7487918b48,02b9107b-fe5d-4796-b006-a67ab7139c03,3,2026-06-30 02:50:53.065654+00,CONFIRMED,2026-06-30 02:50:08.067455+00,2026-06-30 02:50:08.815408+00,,
8f880234-469e-48d4-bc7e-133b4922e612,bfadec01-d0ac-4fa6-bc80-ab7487918b48,0ef36257-3770-4a6f-b489-681750d2c89b,2,2026-06-30 02:50:53.070713+00,CONFIRMED,2026-06-30 02:50:08.071967+00,2026-06-30 02:50:09.037654+00,,
b9a396c6-3269-4771-881a-11377ac871c4,bfadec01-d0ac-4fa6-bc80-ab7487918b48,b0cd9675-c950-41dd-96a0-03e818c1d54e,3,2026-06-30 02:50:53.032312+00,CONFIRMED,2026-06-30 02:50:08.035271+00,2026-06-30 02:50:09.068806+00,,
28f8d1e4-04d9-48dc-b480-63b650924289,bfadec01-d0ac-4fa6-bc80-ab7487918b48,41de202f-9126-45e3-884e-791379f412c6,2,2026-06-30 02:50:54.083875+00,CONFIRMED,2026-06-30 02:50:09.085242+00,2026-06-30 02:50:09.189585+00,,
fd331cd8-fc81-4636-ba6f-654692eff312,bfadec01-d0ac-4fa6-bc80-ab7487918b48,6a179805-8c93-4cb8-8969-90b3124ccb76,2,2026-06-30 02:50:54.087127+00,CONFIRMED,2026-06-30 02:50:09.087779+00,2026-06-30 02:50:09.416947+00,,
6258e044-79de-401b-a43d-f02fbe34b796,bfadec01-d0ac-4fa6-bc80-ab7487918b48,384851bb-a38f-4674-b839-f7905f5d35ac,1,2026-06-30 02:50:54.089893+00,CONFIRMED,2026-06-30 02:50:09.090808+00,2026-06-30 02:50:09.475173+00,,
