id,reservation_id,entry_id,state,occurred_at,acknowledged_at
0bfcb869-0794-45cf-abd6-6cf4c1d9568f,86ffed4b-05bb-43c6-a8fc-1f356d55cc1a,f5235834-8ac2-4ca1-93d0-7dd944167f06,CONFIRMED,2026-06-30 03:40:54.566805+00,2026-06-30 03:40:55.381249+00
227d9b45-9e77-4324-b0de-1b47d59322d3,498270b8-e071-48da-a814-8bd922b3260f,48ad70f8-1039-4605-82b3-707b11efa18d,CONFIRMED,2026-06-30 03:40:56.754725+00,2026-06-30 03:40:57.812145+00
bfb040a4-bbff-41a8-933d-2ee5f6c652d9,998e1775-404a-49ed-843a-ba373a9f8983,bfc6c7f8-da70-4f67-bea3-cb181e3baa65,CONFIRMED,2026-06-30 03:40:56.790706+00,2026-06-30 03:40:57.815905+00
6d9b79ae-940a-4381-8768-c976d2cf1fd7,2aecf091-1d25-49cc-9d13-be0ec429a44d,0de89e1f-9804-4351-a379-88fed69b9023,CONFIRMED,2026-06-30 03:40:13.198293+00,2026-06-30 03:40:14.257216+00
07d11e9c-04d9-40d0-a411-3ec2854664d0,2266a601-b323-4053-8bcf-ce420ec59630,1fc57196-1851-4667-8357-192622b16c42,CONFIRMED,2026-06-30 03:40:13.198622+00,2026-06-30 03:40:14.259524+00
d3df440c-78d6-479d-acdd-e01685081e52,67bcc3ef-4b32-46d7-80fb-79abc4b6e3bf,778cceee-ea03-4a35-ba94-272fc5c30e30,CONFIRMED,2026-06-30 03:40:13.200419+00,2026-06-30 03:40:14.261031+00
7784bf6f-009f-4c94-8370-c14a419a6969,3268d882-e8c2-41a3-b439-6147a5b03e25,daa10129-3262-4d7c-856a-1f704c2cb219,CONFIRMED,2026-06-30 03:40:13.231619+00,2026-06-30 03:40:14.26213+00
891cba65-baa9-4057-b2fc-97ab74a79fdb,32718502-7165-47ce-b0ab-f96d5f31e69f,59c7e310-12e3-44d4-ae10-8a658b074758,CONFIRMED,2026-06-30 03:40:13.272165+00,2026-06-30 03:40:14.263378+00
8719a998-fbe0-4eda-a75a-a4a539bee8f0,79325f50-9c30-489d-ae33-96c62feb624c,fa7ad185-e719-4cda-a6d2-639ec64af01e,CONFIRMED,2026-06-30 03:40:13.321881+00,2026-06-30 03:40:14.264965+00
e870919e-10b1-4913-91a0-1989c19a90fc,c87245e0-f98d-499a-8cca-ca30b323db04,ee1caf7d-2216-443e-bdaa-350a5f55cffa,CONFIRMED,2026-06-30 03:40:57.894432+00,2026-06-30 03:40:58.970058+00
27faedda-3f1a-432c-8e1e-1eeb7c0de2bb,09c40f8d-896b-4281-aeec-f1c3463bb828,c2e23edd-5770-45f2-ab24-343ddb342172,CONFIRMED,2026-06-30 03:40:57.916785+00,2026-06-30 03:40:58.970901+00
d025cd48-cb69-49f9-ae3b-9135ccd74dee,48d933ae-d815-4517-b3a3-47a3e7693a6d,4f8cb039-8a47-48d6-bf50-f334d92ba5ee,CONFIRMED,2026-06-30 03:40:14.353532+00,2026-06-30 03:40:15.585132+00
59c4995e-2afd-4e83-bfac-98be5d9f1d2e,f1d2e80f-d57a-4366-9cf4-104f18076ced,36988ed9-414e-4ac1-944f-91800ce6693c,CONFIRMED,2026-06-30 03:40:14.433155+00,2026-06-30 03:40:15.5874+00
cf38acce-ffdc-45f6-8b8c-454d7193fc01,1cb8d118-7a94-4cda-b126-2fd7c0f92c4f,c4cc0721-744e-4cc1-9b86-aeb09cdee91f,CONFIRMED,2026-06-30 03:40:14.47559+00,2026-06-30 03:40:15.58929+00
fa80faa8-dddd-4053-8a79-7e0d7805bb96,8ba3401d-e2ca-46b5-a35e-e72b5ba33907,01e82e69-cc32-4f1f-8859-214412205ddd,CONFIRMED,2026-06-30 03:40:14.501091+00,2026-06-30 03:40:15.591417+00
ab1f178e-c589-4e0d-967d-4febe0ee1d61,77bb04f8-b727-42b8-ba63-d77aa2c6a974,e1fb3057-14c5-49bd-a5a6-697146828d53,CONFIRMED,2026-06-30 03:40:14.525029+00,2026-06-30 03:40:15.592958+00
81785c8e-09b5-4d07-be4c-d0f2d20d96c9,cd117c6a-1942-4a58-905e-df2dd6195334,712d3afb-401d-4ad9-9432-77fbb9b0b37a,CONFIRMED,2026-06-30 03:40:14.530063+00,2026-06-30 03:40:15.596202+00
d75b3f3a-b618-407d-bb3d-52ed7baabd1f,643aeccc-dd6e-40dc-a152-8b9d69043b55,eb0e328f-afb2-4446-9cb5-18a851a62344,CONFIRMED,2026-06-30 03:40:14.54494+00,2026-06-30 03:40:15.597782+00
91cedb6b-6983-4769-a5da-2c905722a925,b3a7866d-cc35-4d5b-be35-9880c50387ba,0a18e4e8-372e-450c-ad53-fff475507721,CONFIRMED,2026-06-30 03:40:14.552811+00,2026-06-30 03:40:15.599262+00
77f3d97e-4a52-4057-86ab-3aed66fb0d4a,3e2c2747-130e-4279-af8c-0705537ff8da,7e176e95-e172-4c90-a3d3-50fa436bb145,CONFIRMED,2026-06-30 03:40:14.579946+00,2026-06-30 03:40:15.600432+00
4018098a-258f-4155-b7aa-9360788c7449,ab1fdc89-1c35-42a0-b8e0-83dd5b8ed101,1a034185-8993-43b3-94d8-1e7dae05664b,CONFIRMED,2026-06-30 03:40:14.605577+00,2026-06-30 03:40:15.601571+00
deb8c0be-3643-45d5-b0f4-473c5c279c20,3f6f5742-7aa7-4390-b2cd-d8adaacd3467,e3b8948a-3bde-42a7-948c-50d7a2856bc5,CONFIRMED,2026-06-30 03:40:15.60872+00,2026-06-30 03:40:16.81786+00
c1d0844d-10c1-420b-8e8d-77e2d370ad34,87309863-29dc-4bff-8d11-4066740c1a0b,c4849a96-7d54-4d91-beac-17817c1f1741,CONFIRMED,2026-06-30 03:40:15.707897+00,2026-06-30 03:40:16.819568+00
4c89cca8-aed9-4964-a1cf-a6589af24ac0,e1372ec6-e9a1-45f2-9312-3447f142c853,2bbc80ec-fa32-4f2f-93be-f9bf9dc2203d,CONFIRMED,2026-06-30 03:40:15.748009+00,2026-06-30 03:40:16.820289+00
0a073f25-ae0e-4015-91d1-fb2807466df8,1a39a17a-d65d-4206-9d06-8c7facf522e6,67ea78b2-876b-411b-a2de-754378c6b8dd,CONFIRMED,2026-06-30 03:40:15.791272+00,2026-06-30 03:40:16.820953+00
9cbccef9-5027-415b-883f-c35b4b473ad9,b968aa4b-82ea-45fd-b2da-3ff5d979316b,e804a92c-f12c-459d-905d-c997b76764f5,CONFIRMED,2026-06-30 03:40:15.831622+00,2026-06-30 03:40:16.821639+00
e6c7a918-b7b4-4a18-b17a-7bcdb9003c5a,71aa5e95-8de1-459d-bcf8-afd42034ad3e,5b15be6e-8b7e-4fda-a9b5-a3c39be93a57,CONFIRMED,2026-06-30 03:40:15.854599+00,2026-06-30 03:40:16.822138+00
efa2d115-e04b-4e3e-bc68-5dbb2784cb1f,e5c30512-e614-416f-9f99-feaba29b4d1a,bce4926c-f907-40eb-a024-f773cb9bfa88,CONFIRMED,2026-06-30 03:40:15.879041+00,2026-06-30 03:40:16.822526+00
b63a5879-4cb5-47d2-881b-61aff4e52f7f,e78e146d-799a-4504-ad5e-9e0e6a76c4d9,ccee661a-6a57-4b13-9203-cf06305ab1b0,CONFIRMED,2026-06-30 03:40:15.908083+00,2026-06-30 03:40:16.822943+00
890f6375-92f9-444b-9b98-8316458aa662,cc37d63d-0793-47e8-acf4-91178edc9035,4e170765-831f-4db5-be21-ed5d79b2bc3b,CONFIRMED,2026-06-30 03:40:15.962291+00,2026-06-30 03:40:16.823642+00
aee1ebc3-25ce-4fdb-a564-458b6c2f50d1,2309094e-59b7-4598-8f17-755e9709aab4,faab10ca-d1e9-4485-9b82-4f7c23856c11,CONFIRMED,2026-06-30 03:40:15.967244+00,2026-06-30 03:40:16.824242+00
a6389ca6-9c97-4a39-96c7-d59fc24740a6,78e1968d-ac18-4f15-8df9-f01bb4141314,b7bdb114-bbed-409b-871c-25319381fa48,CONFIRMED,2026-06-30 03:40:16.885133+00,2026-06-30 03:40:18.07827+00
082bfcc0-20d3-465c-a9a2-fecefb1feec9,ee44cbb2-47de-4755-ba9b-543965b39691,bf5fd440-b2ef-444a-8027-c34479091998,CONFIRMED,2026-06-30 03:40:16.949351+00,2026-06-30 03:40:18.080995+00
f3d1ed93-ee8d-467f-81ea-257134a53476,3fdbd253-949d-4fe0-ad1f-18cdec3e8213,deb65658-effe-4cc2-9a82-ed85a3283236,CONFIRMED,2026-06-30 03:40:16.998619+00,2026-06-30 03:40:18.082192+00
3c7a6129-c984-4ac5-b6b2-220922d75c44,0337e626-4361-4863-a2f2-a353dbb835a7,6e52a088-3d0c-4050-8fe8-b322978ee9ad,CONFIRMED,2026-06-30 03:40:17.058683+00,2026-06-30 03:40:18.08326+00
b5f4a519-e354-433c-904e-4bdaf2bea04b,7379a383-cd27-4329-9257-afae5f06a347,0f167a51-e119-4a86-a598-782e487c72aa,CONFIRMED,2026-06-30 03:40:17.116987+00,2026-06-30 03:40:18.084164+00
851fc40d-3002-4cbf-a73b-59492b382689,8cdf3b8e-833f-4b18-9f05-a94061556453,5c67170d-f2ec-4459-858b-3c080410ce81,CONFIRMED,2026-06-30 03:40:17.120796+00,2026-06-30 03:40:18.085103+00
dfc437f7-b2f0-4aae-93df-dbc3ce51b4b8,919c2854-8fc9-4eec-a493-56410c198267,98ad8be8-8227-4176-851c-10cf97c31bc7,CONFIRMED,2026-06-30 03:40:17.165067+00,2026-06-30 03:40:18.085866+00
